"date","issue_number","category","circulation","temporal"
"1849-05-08","","artikel","Regionaal/lokaal","Dag"
"1853-01-13","6","artikel","Regionaal/lokaal","Dag"
"1842-06-01","64","artikel","Regionaal/lokaal","Dag"
"1855-05-02","53","artikel","Regionaal/lokaal","Dag"
"1849-02-28","51","artikel","Regionaal/lokaal","Dag"
"1858-12-09","290","artikel","Regionaal/lokaal","Dag"
"1860-07-21","200","artikel","Landelijk","Dag"
"1860-03-15","64","artikel","Regionaal/lokaal","Dag"
"1860-01-04","3851","artikel","Landelijk","Dag"
"1857-10-15","244","artikel","Regionaal/lokaal","Dag"
"1859-07-21","171","artikel","Landelijk","Dag"
"1853-04-29","101","artikel","Landelijk","Dag"
"1857-04-24","97","artikel","Regionaal/lokaal","Dag"
"1850-02-22","23","artikel","Regionaal/lokaal","Dag"
"1851-03-28","38","artikel","Regionaal/lokaal","Dag"
"1860-11-12","268","artikel","Landelijk","Dag"
"1859-07-18","3708","artikel","Landelijk","Dag"
"1860-09-10","214","artikel","Landelijk","Dag"
"1840-07-27","2721","artikel","Landelijk","Dag"
"1848-09-15","23","artikel","Regionaal/lokaal","Middag"
"1860-09-11","4059","artikel","Landelijk","Dag"
"1848-02-10","35","artikel","Landelijk","Dag"
"1845-03-28","25","artikel","Regionaal/lokaal","Dag"
"1845-04-25","50","artikel","Regionaal/lokaal","Dag"
"1842-06-02","107","artikel","Regionaal/lokaal","Dag"
"1851-07-11","55","artikel","Regionaal/lokaal","Dag"
"1859-04-14","30","artikel","Regionaal/lokaal","Dag"
"1843-07-28","93","artikel","Regionaal/lokaal","Dag"
"1850-08-02","29","artikel","Regionaal/lokaal","Middag"
"1840-05-16","59","artikel","Regionaal/lokaal","Dag"
"1860-03-29","38","artikel","Regionaal/lokaal","Dag"
"1860-07-21","172","artikel","Regionaal/lokaal","Dag"
"1851-01-02","2","artikel","Landelijk","Dag"
"1849-04-06","195","artikel","Regionaal/lokaal","Dag"
"1855-08-21","197","artikel","Landelijk","Dag"
"1849-09-27","339","artikel","Regionaal/lokaal","Dag"
"1856-08-07","186","artikel","Regionaal/lokaal","Dag"
"1859-09-01","205","artikel","Regionaal/lokaal","Dag"
"1856-04-26","100","artikel","Landelijk","Dag"
"1860-09-28","4074","artikel","Landelijk","Dag"
"1849-03-13","174","artikel","Regionaal/lokaal","Dag"
"1853-12-06","144","artikel","Regionaal/lokaal","Dag"
"1853-09-01","206","artikel","Landelijk","Dag"
"1854-09-11","214","artikel","Regionaal/lokaal","Dag"
"1859-05-06","106","artikel","Regionaal/lokaal","Dag"
"1853-04-07","82","artikel","Landelijk","Dag"
"1857-05-26","123","artikel","Landelijk","Dag"
"1842-11-11","134","artikel","Regionaal/lokaal","Dag"
"1842-11-16","137","artikel","Regionaal/lokaal","Dag"
"1843-03-27","37","artikel","Regionaal/lokaal","Dag"
"1859-11-24","140","artikel","Regionaal/lokaal","Dag"
"1859-01-17","7","artikel","Regionaal/lokaal","Dag"
"1857-09-24","113","artikel","Regionaal/lokaal","Dag"
"1850-01-31","22","artikel","Regionaal/lokaal","Dag"
"1854-07-21","2200","artikel","Landelijk","Dag"
"1853-05-07","107","artikel","Landelijk","Dag"
"1843-08-02","95","artikel","Regionaal/lokaal","Dag"
"1858-02-23","46","artikel","Regionaal/lokaal","Dag"
"1843-07-18","140","artikel","Regionaal/lokaal","Dag"
"1852-05-07","109","artikel","Landelijk","Dag"
"1856-07-26","176","artikel","Regionaal/lokaal","Dag"
"1859-04-18","3634","artikel","Landelijk","Dag"
"1849-09-17","112","artikel","Regionaal/lokaal","Dag"
"1840-03-31","65","artikel","Regionaal/lokaal","Dag"
"1857-05-12","111","artikel","Regionaal/lokaal","Dag"
"1848-05-12","","artikel","Regionaal/lokaal","Dag"
"1846-07-31","","artikel","Regionaal/lokaal","Dag"
"1852-12-17","299","artikel","Landelijk","Dag"
"1843-08-16","101","artikel","Regionaal/lokaal","Dag"
"1841-12-04","239","artikel","Regionaal/lokaal","Dag"
"1849-11-16","","artikel","Regionaal/lokaal","Dag"
"1851-02-26","25","artikel","Regionaal/lokaal","Dag"
"1844-10-28","151","artikel","Landelijk","Dag"
"1853-09-02","105","artikel","Regionaal/lokaal","Dag"
"1848-09-19","75","artikel","Regionaal/lokaal","Dag"
"1859-07-26","3714","artikel","Landelijk","Dag"
"1860-08-29","4048","artikel","Landelijk","Dag"
"1846-09-09","108","artikel","Regionaal/lokaal","Dag"
"1857-02-18","2980","artikel","Landelijk","Dag"
"1849-04-05","40","artikel","Regionaal/lokaal","Dag"
"1855-08-08","2517","artikel","Landelijk","Dag"
"1860-10-27","4099","artikel","Landelijk","Dag"
"1855-08-02","2511","artikel","Landelijk","Dag"
"1851-08-02","90","artikel","Regionaal/lokaal","Dag"
"1842-02-20","37","artikel","Regionaal/lokaal","Dag"
"1860-09-25","4071","artikel","Landelijk","Dag"
"1859-06-21","3686","artikel","Landelijk","Dag"
"1859-03-08","57","artikel","Regionaal/lokaal","Dag"
"1856-06-15","141","artikel","Landelijk","Dag"
"1856-10-23","250","artikel","Regionaal/lokaal","Dag"
"1853-05-02","52","artikel","Regionaal/lokaal","Dag"
"1859-12-10","291","artikel","Regionaal/lokaal","Dag"
"1860-04-04","81","artikel","Landelijk","Dag"
"1849-01-10","6","artikel","Regionaal/lokaal","Dag"
"1854-12-11","148","artikel","Regionaal/lokaal","Dag"
"1860-07-18","169","artikel","Regionaal/lokaal","Dag"
"1860-06-12","68","artikel","Regionaal/lokaal","Dag"
"1858-04-15","89","artikel","Regionaal/lokaal","Dag"
"1860-08-07","217","artikel","Landelijk","Dag"
"1856-11-16","138","artikel","Regionaal/lokaal","Dag"
"1847-11-17","139","artikel","Regionaal/lokaal","Dag"
"1850-03-04","472","artikel","Regionaal/lokaal","Middag"
"1859-09-02","8643","artikel","Landelijk","Dag"
"1856-10-26","129","artikel","Regionaal/lokaal","Dag"
"1851-12-13","295","artikel","Regionaal/lokaal","Dag"
"1856-10-23","252","artikel","Regionaal/lokaal","Dag"
"1849-03-04","44","artikel","Regionaal/lokaal","Dag"
"1853-11-12","268","artikel","Landelijk","Dag"
"1856-10-22","251","artikel","Landelijk","Dag"
"1854-08-09","2216","artikel","Landelijk","Dag"
"1854-09-08","212","artikel","Landelijk","Dag"
"1851-03-17","33","artikel","Regionaal/lokaal","Dag"
"1859-10-22","249","artikel","Regionaal/lokaal","Dag"
"1845-01-31","9","artikel","Regionaal/lokaal","Dag"
"1853-05-11","56","artikel","Regionaal/lokaal","Dag"
"1848-11-22","279","artikel","Landelijk","Dag"
"1852-06-08","46","artikel","Regionaal/lokaal","Dag"
"1845-04-26","49","artikel","Regionaal/lokaal","Dag"
"1848-03-03","18","artikel","Regionaal/lokaal","Dag"
"1849-03-26","37","artikel","Regionaal/lokaal","Dag"
"1857-06-30","78","artikel","Regionaal/lokaal","Dag"
"1843-07-31","94","artikel","Regionaal/lokaal","Dag"
"1843-07-25","59","artikel","Regionaal/lokaal","Dag"
"1846-04-03","40","artikel","Regionaal/lokaal","Dag"
"1850-02-06","16","artikel","Regionaal/lokaal","Dag"
"1850-08-22","97","artikel","Regionaal/lokaal","Dag"
"1847-12-15","151","artikel","Regionaal/lokaal","Dag"
"1854-02-28","50","artikel","Regionaal/lokaal","Dag"
"1859-07-21","172","artikel","Regionaal/lokaal","Dag"
"1848-03-01","26","artikel","Regionaal/lokaal","Dag"
"1848-03-17","33","artikel","Regionaal/lokaal","Dag"
"1856-08-04","181","artikel","Regionaal/lokaal","Dag"
"1850-11-30","132","artikel","Regionaal/lokaal","Middag"
"1858-01-14","6","artikel","Regionaal/lokaal","Dag"
"1844-07-04","79","artikel","Regionaal/lokaal","Dag"
"1858-07-13","162","artikel","Regionaal/lokaal","Dag"
"1860-09-18","220","artikel","Regionaal/lokaal","Dag"
"1849-01-30","26","artikel","Landelijk","Dag"
"1848-11-20","79","artikel","Regionaal/lokaal","Middag"
"1843-04-11","29","artikel","Regionaal/lokaal","Dag"
"1843-07-20","88","artikel","Regionaal/lokaal","Dag"
"1853-04-07","82","artikel","Landelijk","Dag"
"1860-07-23","173","artikel","Regionaal/lokaal","Dag"
"1850-09-24","187","artikel","Regionaal/lokaal","Dag"
"1855-05-08","110","artikel","Regionaal/lokaal","Dag"
"1850-09-03","71","artikel","Regionaal/lokaal","Dag"
"1856-01-08","3","artikel","Regionaal/lokaal","Dag"
"1860-11-10","267","artikel","Landelijk","Dag"
"1850-07-15","84","artikel","Regionaal/lokaal","Dag"
"1844-10-03","196","artikel","Regionaal/lokaal","Dag"
"1849-08-04","295","artikel","Regionaal/lokaal","Dag"
"1849-07-12","84","artikel","Regionaal/lokaal","Dag"
"1841-08-03","62","artikel","Regionaal/lokaal","Dag"
"1852-06-07","68","artikel","Regionaal/lokaal","Dag"
"1853-07-29","177","artikel","Landelijk","Dag"
"1859-06-14","137","artikel","Regionaal/lokaal","Dag"
"1859-07-14","3705","artikel","Landelijk","Dag"
"1850-09-18","69","artikel","Regionaal/lokaal","Middag"
"1860-08-31","207","artikel","Regionaal/lokaal","Dag"
"1849-02-02","141","artikel","Regionaal/lokaal","Dag"
"1860-03-27","3921","artikel","Landelijk","Dag"
"1858-03-19","3307","artikel","Landelijk","Dag"
"1857-12-04","145","artikel","Regionaal/lokaal","Dag"
"1849-11-14","137","artikel","Regionaal/lokaal","Dag"
"1859-06-26","148","artikel","Regionaal/lokaal","Dag"
"1852-09-17","112","artikel","Regionaal/lokaal","Dag"
"1859-06-02","44","artikel","Nederlands-Indië / Indonesië","Dag"
"1850-03-06","28","artikel","Regionaal/lokaal","Dag"
"1842-11-22","138","artikel","Regionaal/lokaal","Dag"
"1847-07-30","92","artikel","Regionaal/lokaal","Dag"
"1843-12-15","100","artikel","Regionaal/lokaal","Dag"
"1860-01-28","4","artikel","Nederlands-Indië / Indonesië","Dag"
"1857-05-05","3043","artikel","Landelijk","Dag"
"1853-10-01","110","artikel","Landelijk","Dag"
"1859-04-12","87","artikel","Regionaal/lokaal","Dag"
"1847-11-11","226","artikel","Regionaal/lokaal","Dag"
"1843-08-11","99","artikel","Regionaal/lokaal","Dag"
"1843-11-15","140","artikel","Regionaal/lokaal","Dag"
"1860-11-14","137","artikel","Regionaal/lokaal","Dag"
"1852-02-27","50","artikel","Regionaal/lokaal","Dag"
"1844-10-10","201","artikel","Regionaal/lokaal","Dag"
"1860-12-12","4137","artikel","Landelijk","Dag"
"1847-09-21","112","artikel","Regionaal/lokaal","Dag"
"1859-09-17","112","artikel","Regionaal/lokaal","Dag"
"1855-05-24","122","artikel","Landelijk","Dag"
"1853-10-11","197","artikel","Verenigde Staten","Dag"
"1856-09-06","72","artikel","Regionaal/lokaal","Dag"
"1855-10-16","245","artikel","Landelijk","Dag"
"1848-03-06","28","artikel","Regionaal/lokaal","Dag"
"1854-12-01","284","artikel","Landelijk","Dag"
"1851-06-24","","artikel","Regionaal/lokaal","Dag"
"1843-11-27","145","artikel","Regionaal/lokaal","Dag"
"1840-02-18","21","artikel","Regionaal/lokaal","Dag"
"1859-09-15","219","artikel","Landelijk","Dag"
"1856-10-31","259","artikel","Landelijk","Dag"
"1856-03-25","72","artikel","Regionaal/lokaal","Dag"
"1848-04-07","28","artikel","Regionaal/lokaal","Dag"
"1857-05-12","112","artikel","Landelijk","Dag"
"1852-02-13","38","artikel","Landelijk","Dag"
"1854-12-03","286","artikel","Landelijk","Dag"
"1850-05-17","59","artikel","Regionaal/lokaal","Dag"
"1843-11-02","129","artikel","Regionaal/lokaal","Dag"
"1843-11-11","223","artikel","Regionaal/lokaal","Dag"
"1851-04-25","50","artikel","Regionaal/lokaal","Dag"
"1848-12-15","101","artikel","Regionaal/lokaal","Middag"
"1850-10-19","205","artikel","Regionaal/lokaal","Dag"
"1859-04-11","86","artikel","Regionaal/lokaal","Dag"
"1850-02-04","30","artikel","Regionaal/lokaal","Dag"
"1850-11-28","130","artikel","Regionaal/lokaal","Middag"
"1857-04-11","44","artikel","Regionaal/lokaal","Dag"
"1846-11-01","232","artikel","Regionaal/lokaal","Dag"
"1848-03-04","46","artikel","Regionaal/lokaal","Dag"
"1853-12-03","286","artikel","Landelijk","Dag"
"1853-12-28","184","artikel","Landelijk","Dag"
"1856-05-10","56","artikel","Regionaal/lokaal","Dag"
"1857-12-23","303","artikel","Regionaal/lokaal","Dag"
"1844-12-04","146","artikel","Regionaal/lokaal","Dag"
"1843-09-26","190","artikel","Regionaal/lokaal","Dag"
"1857-07-29","178","artikel","Regionaal/lokaal","Dag"
"1859-09-22","223","artikel","Regionaal/lokaal","Dag"
"1856-11-02","132","artikel","Regionaal/lokaal","Dag"
"1860-11-20","139","artikel","Regionaal/lokaal","Dag"
"1852-07-02","79","artikel","Regionaal/lokaal","Dag"
"1853-02-28","1780","artikel","Landelijk","Dag"
"1854-02-11","12","artikel","Regionaal/lokaal","Dag"
"1859-04-07","83","artikel","Regionaal/lokaal","Dag"
"1856-11-06","264","artikel","Regionaal/lokaal","Dag"
"1848-09-15","111","artikel","Regionaal/lokaal","Dag"
"1843-09-11","112","artikel","Regionaal/lokaal","Dag"
"1844-11-25","142","artikel","Regionaal/lokaal","Dag"
"1854-10-04","235","artikel","Regionaal/lokaal","Dag"
"1851-05-14","58","artikel","Regionaal/lokaal","Dag"
"1852-01-27","27","artikel","Landelijk","Dag"
"1852-02-04","15","artikel","Regionaal/lokaal","Dag"
"1857-11-10","265","artikel","Regionaal/lokaal","Dag"
"1853-03-31","38","artikel","Regionaal/lokaal","Dag"
"1856-09-04","210","artikel","Regionaal/lokaal","Dag"
"1847-08-06","95","artikel","Regionaal/lokaal","Dag"
"1852-06-04","131","artikel","Landelijk","Dag"
"1843-02-06","16","artikel","Regionaal/lokaal","Dag"
"1846-03-21","4473","artikel","Landelijk","Dag"
"1849-01-18","16","artikel","Landelijk","Dag"
"1859-09-03","207","artikel","Regionaal/lokaal","Dag"
"1847-07-05","4870","artikel","Landelijk","Dag"
"1858-11-17","271","artikel","Regionaal/lokaal","Dag"
"1860-08-23","233","artikel","Landelijk","Dag"
"1848-10-27","59","artikel","Regionaal/lokaal","Middag"
"1860-10-26","254","artikel","Landelijk","Dag"
"1849-01-17","15","artikel","Regionaal/lokaal","Dag"
"1852-01-01","1","artikel","Regionaal/lokaal","Dag"
"1860-01-31","13","artikel","Regionaal/lokaal","Dag"
"1842-02-19","3210","artikel","Landelijk","Dag"
"1850-09-20","1041","artikel","Landelijk","Dag"
"1858-11-03","259","artikel","Regionaal/lokaal","Dag"
"1859-10-10","3779","artikel","Landelijk","Dag"
"1858-04-27","3338","artikel","Landelijk","Dag"
"1850-10-15","5887","artikel","Landelijk","Dag"
"1850-05-05","107","artikel","Landelijk","Dag"
"1849-11-27","138","artikel","Regionaal/lokaal","Dag"
"1860-10-18","289","artikel","Landelijk","Dag"
"1850-07-17","15","artikel","Regionaal/lokaal","Middag"
"1856-09-23","226","artikel","Landelijk","Dag"
"1859-07-27","89","artikel","Regionaal/lokaal","Dag"
"1859-04-29","","artikel","Regionaal/lokaal","Dag"
"1849-03-21","181","artikel","Regionaal/lokaal","Dag"
"1842-07-18","3334","artikel","Landelijk","Dag"
"1860-10-26","129","artikel","Regionaal/lokaal","Dag"
"1860-10-17","125","artikel","Regionaal/lokaal","Dag"
"1854-09-23","225","artikel","Landelijk","Dag"
"1854-02-25","48","artikel","Landelijk","Dag"
"1851-08-04","93","artikel","Regionaal/lokaal","Dag"
"1857-12-12","294","artikel","Regionaal/lokaal","Dag"
"1848-08-21","100","artikel","Regionaal/lokaal","Dag"
"1851-08-15","98","artikel","Regionaal/lokaal","Dag"
"1856-08-13","191","artikel","Regionaal/lokaal","Dag"
"1859-02-12","3580","artikel","Landelijk","Dag"
"1843-10-10","200","artikel","Regionaal/lokaal","Dag"
"1843-11-02","129","artikel","Regionaal/lokaal","Dag"
"1851-05-16","39","artikel","Regionaal/lokaal","Dag"
"1851-10-29","1376","artikel","Landelijk","Dag"
"1860-01-10","","artikel","Regionaal/lokaal","Dag"
"1845-02-14","","artikel","Regionaal/lokaal","Dag"
"1847-07-17","83","artikel","Regionaal/lokaal","Dag"
"1857-03-18","66","artikel","Regionaal/lokaal","Dag"
"1857-10-06","118","artikel","Regionaal/lokaal","Dag"
"1849-11-29","139","artikel","Regionaal/lokaal","Dag"
"1843-05-13","94","artikel","Regionaal/lokaal","Dag"
"1857-03-24","71","artikel","Regionaal/lokaal","Dag"
"1844-09-16","112","artikel","Regionaal/lokaal","Dag"
"1853-03-01","51","artikel","Landelijk","Dag"
"1852-03-03","27","artikel","Regionaal/lokaal","Dag"
"1843-10-17","205","artikel","Regionaal/lokaal","Dag"
"1852-10-01","233","artikel","Landelijk","Dag"
"1846-03-17","62","artikel","Regionaal/lokaal","Dag"
"1848-03-01","44","artikel","Regionaal/lokaal","Dag"
"1851-12-05","97","artikel","Regionaal/lokaal","Dag"
"1850-03-15","32","artikel","Regionaal/lokaal","Dag"
"1856-12-27","104","artikel","Regionaal/lokaal","Dag"
"1841-12-08","242","artikel","Regionaal/lokaal","Dag"
"1847-12-30","153","artikel","Regionaal/lokaal","Dag"
"1857-09-07","212","artikel","Regionaal/lokaal","Dag"
"1850-03-22","24","artikel","Regionaal/lokaal","Dag"
"1859-06-21","49","artikel","Regionaal/lokaal","Dag"
"1852-06-23","75","artikel","Regionaal/lokaal","Dag"
"1846-02-20","22","artikel","Regionaal/lokaal","Dag"
"1852-07-26","174","artikel","Regionaal/lokaal","Dag"
"1849-10-10","122","artikel","Regionaal/lokaal","Dag"
"1859-07-21","171","artikel","Landelijk","Dag"
"1856-02-26","49","artikel","Regionaal/lokaal","Dag"
"1843-05-16","","artikel","Regionaal/lokaal","Dag"
"1842-05-12","93","artikel","Regionaal/lokaal","Dag"
"1856-08-22","199","artikel","Regionaal/lokaal","Dag"
"1856-08-26","101","artikel","Regionaal/lokaal","Dag"
"1856-09-20","76","artikel","Regionaal/lokaal","Dag"
"1847-04-28","51","artikel","Regionaal/lokaal","Dag"
"1846-02-20","22","artikel","Regionaal/lokaal","Dag"
"1856-02-15","","artikel","Regionaal/lokaal","Dag"
"1841-06-16","48","artikel","Nederlands-Indië / Indonesië","Dag"
"1859-07-22","","artikel","Regionaal/lokaal","Dag"
"1849-09-03","318","artikel","Regionaal/lokaal","Dag"
"1860-05-12","113","artikel","Regionaal/lokaal","Dag"
"1859-07-20","3710","artikel","Landelijk","Dag"
"1840-02-03","15","artikel","Regionaal/lokaal","Dag"
"1860-07-28","90","artikel","Regionaal/lokaal","Dag"
"1859-05-04","106","artikel","Regionaal/lokaal","Dag"
"1848-12-20","105","artikel","Regionaal/lokaal","Middag"
"1859-08-10","189","artikel","Regionaal/lokaal","Dag"
"1860-01-25","3868","artikel","Landelijk","Dag"
"1848-06-15","122","artikel","Regionaal/lokaal","Dag"
"1850-10-29","212","artikel","Regionaal/lokaal","Dag"
"1857-06-30","152","artikel","Regionaal/lokaal","Dag"
"1843-02-22","23","artikel","Regionaal/lokaal","Dag"
"1860-08-04","182","artikel","Regionaal/lokaal","Dag"
"1859-11-15","3809","artikel","Landelijk","Dag"
"1859-02-14","38","artikel","Regionaal/lokaal","Dag"
"1860-09-27","231","artikel","Regionaal/lokaal","Dag"
"1852-02-11","18","artikel","Regionaal/lokaal","Dag"
"1858-08-03","180","artikel","Regionaal/lokaal","Dag"
"1847-03-23","24","artikel","Regionaal/lokaal","Dag"
"1845-09-30","115","artikel","Regionaal/lokaal","Dag"
"1853-08-23","99","artikel","Regionaal/lokaal","Dag"
"1854-02-03","2062","artikel","Landelijk","Dag"
"1851-02-25","48","artikel","Landelijk","Dag"
"1850-08-07","94","artikel","Regionaal/lokaal","Dag"
"1855-03-05","2388","artikel","Landelijk","Dag"
"1855-10-09","239","artikel","Landelijk","Dag"
"1857-07-11","163","artikel","Regionaal/lokaal","Dag"
"1858-09-10","3451","artikel","Landelijk","Dag"
"1854-08-16","192","artikel","Landelijk","Dag"
"1851-12-19","300","artikel","Regionaal/lokaal","Dag"
"1846-09-15","111","artikel","Regionaal/lokaal","Dag"
"1841-11-08","3121","artikel","Landelijk","Dag"
"1846-03-25","36","artikel","Regionaal/lokaal","Dag"
"1860-03-23","","artikel","Regionaal/lokaal","Dag"
"1853-06-16","140","artikel","Landelijk","Dag"
"1846-03-13","31","artikel","Regionaal/lokaal","Dag"
"1844-01-01","1","artikel","Suriname","Dag"
"1859-12-17","3837","artikel","Landelijk","Dag"
"1854-11-04","262","artikel","Regionaal/lokaal","Dag"
"1842-07-26","3341","artikel","Landelijk","Dag"
"1846-03-10","56","artikel","Regionaal/lokaal","Dag"
"1854-02-28","2083","artikel","Landelijk","Dag"
"1847-10-24","212","artikel","Regionaal/lokaal","Dag"
"1856-07-24","174","artikel","Landelijk","Dag"
"1860-03-07","57","artikel","Regionaal/lokaal","Dag"
"1842-05-31","65","artikel","Regionaal/lokaal","Dag"
"1856-11-04","262","artikel","Regionaal/lokaal","Dag"
"1844-10-21","127","artikel","Regionaal/lokaal","Dag"
"1848-10-13","47","artikel","Regionaal/lokaal","Middag"
"1849-10-24","254","artikel","Landelijk","Dag"
"1849-11-02","132","artikel","Regionaal/lokaal","Dag"
"1852-10-12","121","artikel","Regionaal/lokaal","Dag"
"1844-09-08","178","artikel","Regionaal/lokaal","Dag"
"1848-04-07","28","artikel","Regionaal/lokaal","Dag"
"1860-07-14","82","artikel","Regionaal/lokaal","Dag"
"1851-02-07","17","artikel","Regionaal/lokaal","Dag"
"1853-08-23","198","artikel","Landelijk","Dag"
"1849-05-03","217","artikel","Regionaal/lokaal","Dag"
"1851-01-19","6","artikel","Regionaal/lokaal","Dag"
"1844-12-19","203","artikel","Landelijk","Dag"
"1843-01-06","3","artikel","Regionaal/lokaal","Dag"
"1856-11-06","264","artikel","Landelijk","Dag"
